"Revised  NEET-UG  Counselling Seats Allotment -2025 Round 3","","","","","","","","","","","","","","","",""
"Round 1","","","","","Round 2","","","","","Round 3","","","","","",""
"Rank","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","Allotted Institute","Course","Remarks","Allotted Quota","","Allotted Institute","Course","Alloted Category","candidate Category","option No.","Remarks"
"563136","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","VELS MEDICAL COLLEGE & HOSPITAL,12-123, Velan
Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist., Tamil Nadu, 601102","MBBS","Open","OBC","1","Fresh Allotted in 3nd Round",""
"563143","Deemed/ Paid Seats Quota","Kalinga Institute of Dental Sciences, Bhubaneswar","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Not Allotted.",""
"563161","Non- Resident Indian","MGM Medical College, Navi Mumbai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"563163","Deemed/ Paid Seats Quota","BHAARATH MEDICAL COLLEGE AND HOSPITAL","MBBS","Not Reported","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Missions Medical  College, Panvel,Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad : 410209","MBBS","Open","General","5","Fresh Allotted in 3nd Round",""
"563295","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"563298","Deemed/ Paid Seats Quota","School of Dental Sciences and KIMSDU, Karad","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"563393","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"563405","-","-","-","-","Deemed/ Paid Seats Quota","Vinayaka Missions Medical College and Hospital, Karaikal","MBBS","Reported","-","-","-","-","-","-","No Upgradation",""
"563526","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"563574","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Missions Medical  College, Panvel,Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad : 410209","MBBS","Open","SC","1","Fresh Allotted in 3nd Round",""
"563607","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Not Reported","-","-","-","-","Non- Resident Indian","Sri Siddhartha Academy T Begur,SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND  RESEARCH CENTRE T BEGUR NELAMANGALA TALUK
BANGALOR, Karnataka, 562123","MBBS","Open","General","7","Fresh Allotted in 3nd Round( NRI Priority : 2 )",""
"563716","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"563722","-","-","-","-","Deemed/ Paid Seats Quota","Vinayaka Missions Medical College and Hospital, Karaikal","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"563808","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","JLN Medical College, Datta Meghe, Wardha,Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107","MBBS","Open","General","7","Fresh Allotted in 3nd Round",""
"564006","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"564103","-","-","-","-","Deemed/ Paid Seats Quota","VMKV Medical College and Hospital, Salem","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"564118","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"564129","-","-","-","-","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"564146","Deemed/ Paid Seats Quota","Dr. DY Patil Dental College and Hosp. Pune","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"564159","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Missions Medical  College, Panvel,Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad : 410209","MBBS","Open","General","5","Fresh Allotted in 3nd Round",""
"564231","Deemed/ Paid Seats Quota","Sree Balaji Medical College and Hospital, Chennai","MBBS","Not Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"564485","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Seat Surrendered","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"564528","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Graphic Era Institute Of Medical Science,Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun
Uttarakhand, Uttarakhand, 248007","MBBS","Open","OBC","1","Fresh Allotted in 3nd Round",""
"564530","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Meenakshi Ammal Dental College and Host., Chennai1,ALAPAKKAM MAIN ROAD
MADURAVOYAL
CHENNAI, Tamil Nadu, 600095","BDS","Open","OBC","4","Fresh Allotted in 3nd Round",""
"564564","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"564597","-","-","-","-","Deemed/ Paid Seats Quota","Meenakshi Medical College Hospital and Research Institute, Kanchipuram","MBBS","Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"564622","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Not Reported","Deemed/ Paid Seats Quota","Vinayaka Missions Medical College and Hospital, Karaikal","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"564626","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Not Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","No Upgradation",""
"564664","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Missions Medical  College, Panvel,Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad : 410209","MBBS","Open","General","1","Upgraded",""
"564702","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","DY Patil University School of Medicine, Taluka Maval, Pune,Survey no 124 & 126 MIDC Road, Ambi, Taluka Maval, Dist Pune- 410506","MBBS","Open","General","3","Fresh Allotted in 3nd Round",""
"564741","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Santosh Medical College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009","MBBS","Open","OBC","3","Fresh Allotted in 3nd Round",""
"564820","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Not Reported","Deemed/ Paid Seats Quota","Yenepoya Dental College, Yenepoya","BDS","Reported","-","-","-","-","-","-","No Upgradation",""
"564826","Deemed/ Paid Seats Quota","BHAARATH MEDICAL COLLEGE AND HOSPITAL","MBBS","Not Reported","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Missions Medical  College, Panvel,Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad : 410209","MBBS","Open","OBC","3","Fresh Allotted in 3nd Round",""
"564942","Deemed/ Paid Seats Quota","SATHYABAMA UNIV. Dental
College and Hospt. Chennai","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"564996","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565163","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","BHAARATH MEDICAL COLLEGE AND HOSPITAL,173, AGARAM MAIN ROAD , SELAIYUR, TAMBARAM CHENNAI -
600073, Tamil Nadu, 600073","MBBS","Open","General","22","Fresh Allotted in 3nd Round",""
"565235","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Not Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565290","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","Deemed/ Paid Seats Quota","JLN Medical College, Datta Meghe, Wardha,Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107","MBBS","Open","General","4","Upgraded",""
"565318","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"565356","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Santosh Medical College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009","MBBS","Open","General","1","Fresh Allotted in 3nd Round",""
"565363","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Not Reported","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565392","Deemed/ Paid Seats Quota","Sri Lakshmi Narayana Inst. of Med. Scien., Puducherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565444","-","-","-","-","Deemed/ Paid Seats Quota","Indira Gandhi Institute of Dental Sciences, Pondicherry","BDS","Reported","Deemed/ Paid Seats Quota","Meenakshi Ammal Dental College and Host., Chennai1,ALAPAKKAM MAIN ROAD
MADURAVOYAL
CHENNAI, Tamil Nadu, 600095","BDS","Open","OBC","2","Upgraded",""
"565461","-","-","-","-","Non- Resident Indian","JSS Medical College, Mysuru","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565584","Deemed/ Paid Seats Quota","Sri Siddhartha DentalCollege, Tumkur","BDS","Not Reported","Deemed/ Paid Seats Quota","Dr. DY Patil Dental College and Hosp. Pune","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565610","-","-","-","-","Deemed/ Paid Seats Quota","Malla Reddy Institute of Dental Sciences, Hyderabad","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565707","Deemed/ Paid Seats Quota","Dr. DY Patil Dental College and Hosp. Pune","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565776","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Not Reported","Non- Resident Indian","GITAM Institue of Med.
Sce. and Res., Visakhapatnam","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565807","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565830","Deemed/ Paid Seats Quota","MM College of Dental Scie. and Res., Mullana","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"565937","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Reported","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","No Upgradation",""
"565980","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai,Periyar EVR High Raod, Velappanchavadi, Chennai-77, Tamil Nadu, 600077","MBBS","Open","ST","46","Fresh Allotted in 3nd Round",""
"566005","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Santosh Medical College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009","MBBS","Open","General","1","Fresh Allotted in 3nd Round",""
"566008","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","VELS MEDICAL COLLEGE & HOSPITAL,12-123, Velan
Nagar, Manjankaranai Village, Periyapalayam Road, Uthukottai Taluk, Tiruvallur Dist., Tamil Nadu, 601102","MBBS","Open","General","2","Fresh Allotted in 3nd Round",""
"566027","Deemed/ Paid Seats Quota","Yenepoya Dental College, Yenepoya","BDS","Not Reported","Deemed/ Paid Seats Quota","JSS Dental College, Mysuru","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"566044","Deemed/ Paid Seats Quota","Aarupadai Veedu Medical College and Hospt., Puducherry","MBBS","Not Reported","Deemed/ Paid Seats Quota","Vinayaka Missions Medical College and Hospital, Karaikal","MBBS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"566065","-","-","-","-","Deemed/ Paid Seats Quota","Dr. DY Patil Dental College and Hosp. Pune","BDS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"566106","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Krishna Inst. of Med. Scie., Karad,KARAD, DIST. SATARA (MAHARASHTRA STATE).,
Maharashtra, 415110","MBBS","Open","General","1","Fresh Allotted in 3nd Round",""
"566138","Deemed/ Paid Seats Quota","Kalinga Institute of Dental Sciences, Bhubaneswar","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"566139","Deemed/ Paid Seats Quota","Dr. DY Patil Dental College and Hosp. Navi Mumbai","BDS","Reported","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Missions Medical  College, Panvel,Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad : 410209","MBBS","Open","General","1","Upgraded",""
"566162","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"566264","Deemed/ Paid Seats Quota","Dr. DY Patil Dental College and Hosp. Pune","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"566386","Deemed/ Paid Seats Quota","Shri Sathya Sai Medical College and Research Institute, Chennai","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"566439","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","SRM Medical College and Hospital, Chennai,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST,,
Tamil Nadu, 603203","MBBS","Open","OBC","1","Fresh Allotted in 3nd Round",""
"566519","Deemed/ Paid Seats Quota","Dr. DY Patil Dental College and Hosp. Navi Mumbai","BDS","Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"566597","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"566769","All India","NETAJI SUBHASH CHANDRA BOSE MC,JABALPUR","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"566798","-","-","-","-","Deemed/ Paid Seats Quota","Vinayaka Missions Medical College and Hospital, Karaikal","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"566813","-","-","-","-","-","-","-","-","Deemed/ Paid Seats Quota","Mahatma Gandhi Missions Medical  College, Panvel,Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad : 410209","MBBS","Open","General","2","Fresh Allotted in 3nd Round",""
"566814","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Not Reported","Non- Resident Indian","Sri Ramachandra Med. College and Res. Inst., Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"566917","Deemed/ Paid Seats Quota","Chettinad Hos. and Res. Inst., Kancheepuram","MBBS","Not Reported","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","-","-","Did not opt for Upgradation.",""
"567026","Non- Resident Indian","Amrita Institute of Medical Science, Kochi","MBBS","Seat Surrendered","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"567036","-","-","-","-","Deemed/ Paid Seats Quota","Thaimoogambigai Dental College and Hsopt.
Chennai","BDS","Not Reported","-","-","-","-","-","-","Did not fill up fresh choices.",""
"567051","-","-","-","-","Deemed/ Paid Seats Quota","Meenakshi Medical College Hospital and Research Institute, Kanchipuram","MBBS","Not Reported","Deemed/ Paid Seats Quota","JLN Medical College, Datta Meghe, Wardha,Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107","MBBS","Open","OBC","15","Fresh Allotted in 3nd Round",""
"567190","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Not Reported","-","-","-","-","-","-","-","-","-","-","Did not fill up fresh choices.",""
"567225","Deemed/ Paid Seats Quota","Mahatma Gandhi Medical College, Pondicherry","MBBS","Reported","-","-","-","-","-","-","-","-","-","-","Did not opt for Upgradation.",""
"567318","-","-","-","-","Deemed/ Paid Seats Quota","MANAV RACHNA DENTAL COLLEGE FARIDABAD","BDS","Not Reported","-","-","-","-","-","-","Not Allotted.",""
"567323","Deemed/ Paid Seats Quota","ACS Medical College and Hospital, Chennai","MBBS","Reported","-","-","-","-","Deemed/ Paid Seats Quota","JLN Medical College, Datta Meghe, Wardha,Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107","MBBS","Open","General","29","Upgraded",""
